CLAVE_CTE,ALIAS,RAZON_SOCIAL,DIRECCION,CIUDAD,ESTADO,CORREO,TELEFONO,SUCURSAL,CONTACTO
GASOLINERA_PINOS_ALTOS,Gasolinera Pinos Altos,Combustibles Pinos Altos S.A. de C.V.,Km 14 1/2 Carretera Chihuahua - Cuauhtemoc,Chihuahua,Chihuahua,robert_siga@hotmail.com,6142547964,CHIHUAHUA,Roberto Carrera
GASTROTECA,Gastroteca Marcelino,Grupo Levain,Perif. de la juventud 6900 int 6 y 7,Chihuahua,Chihuahua,habib@grupolevain.com,6141038007,CHIHUAHUA,Habib Hepo
Golden_Wa,Golden Wa (plaza galerias),Elda Oralia García Talamantes,"Antonio de Montes y Blvd. Ortiz Mena S/N C.P. 31230  Unidad Presidentes Chihuahua, Chih.",CHIHUAHUA,CHIHUAHUA,administración@plazagalerias.mx,,CHIHUAHUA,
Gorditas,Gorditas (plaza galerias),Martha Denysh Solis Payan,Antonio de Montes y Blvd. Ortiz Mena S/N Int. B-8 UNIDAD PRESIDENTES CHIHUAHUA. CHIH C.P 31230,CHIHUAHUA,CHIHUAHUA,administración@plazagalerias.mx,,CHIHUAHUA,
GORDITAS_LILY_NVAESPAÑA,Gorditas Lily Nva España,Lidia Hernandez Esquivel,Av. Nueva España #2300 Col. Marmol C.P. 31063,Chihuahua,Chihuahua,gorditaslily98@gmail.com,6391192334,CHIHUAHUA,Juan Carlos Hernandez
GORDITAS_LILY_TEC,Gorditas Lily Tecnologico,Lidia Hernandez Esquivel,"Av. Tecnologico #4101, Las Granjas, CP 31100 Plaza San Agustin",Chihuahua,Chihuahua,gorditaslily98@gmail.com,639 119 23 34,CHIHUAHUA,Juan Carlos Hernandez
GORDITAS_LILY_TECNOLOGICO,Gorditas Lily Tecnologico,Lidia Hernandez Esquivel,Av. Tecnologico #4101 Col. Las Granjas C.P. 31100,Chihuahua,Chihuahua,gorditaslily89@gmail.com,6391192334,CHIHUAHUA,Juan Carlos Hernandez
GREAT_AMERICAN_STEAK,Great American Steak,RESTAURANTES GA DEL BAJIO SA DE CV ,Perif. de la juventud 3915 planta baja local R1,Chihuahua,Chihuahua,agomez@gasteakhouse.com y ebarrientos@gasteakhouse.com,656 215 69 67,CHIHUAHUA,Eugenio Barrientos y Arturo Gomez
GRUAS_SAN_MARCOS,Gruas San Marcos,Yonke san marcos S.A de C.V.,C. San antonio #2628 Col las animas,Chihuahua,Chihuahua,compras@gruposanmarcos.com,6144922222,CHIHUAHUA,Ana Gomez
GRUAS_SAN_MARCOS,Gruas San Marcos,Yonke San Marcos S.A. de C.V.,C. San Antonio #2628 Col. Las Animas,Chihuahua,Chihuahua,compras@gruposanmarcos.com,6144922222,CHIHUAHUA,Ana Gomez
GRUPO_FELDER_FOODS,Grupo Felder Foods,Felder Foods S.A. de C.V.,C. 3 #7301-3 Col. Vicente guerrero cp 31105,Chihuahua,Chihuahua,mbermudez@felderfoods.com,614 184 84 95,CHIHUAHUA,Marissa Bermudez
GULA_SENECU,Gula Senecu,Adrian Alberto Modesto Gonzalez,"Av. Antonio J Bermudez #8770 Int. 6, Parque Industrial Antonio J Bermudez, C.P. 32470",Juarez,Chihuahua,modestogaa@icloud.com,656 325 24 58,JUAREZ,
HOLI_MOLI_ACEI,Holi Moli (Aceite),IRMA ESTRADA PIÑON,"Gomez Morin #7983, C.P. 32460",JUAREZ,CHIHUAHUA,holimoliconta@gmail.com,,CHIHUAHUA,
HONEYW,HONEYWELL PLANTA SUR,HONEYWELL PLANTA SUR,Av Tabalaopa No. 8507 Parque Industrial Avalos,CHIHUAHUA,CHIHUAHUA,"Alejandro.Morales2@Honeywell.com; González Chávez, mayra-vanessa.gonzalez@veolia.com",,CHIHUAHUA,
HOSPITAL_PALMORE,Hospital Palmore,Sanatorio Palmore A.C.,Av. Zarco No.3001 Colonia Zarco CP 31020,Chihuahua,Chihuahua,lydiacazares@sanatoriopalmore.mx y roberto.anchondo@sanatoriopalmore.mx,6144182071 ext 139,CHIHUAHUA,Roberto Anchondo
HOSPITAL_SANTA_MARIA,Hospital Santa Maria,Hospital Santa Maria de Guadalupe Ciudad juarez A.C.,"Boulevard Zaragoza # 423 Cuidad, Moderna, C.P. 32670",Juarez,Chihuahua,compras@hospitalsantamariaac.mx y jefaturaservicios@hospitalsantamariaac.mx,656 633 5695,JUAREZ,
CG_CHI,Hotel Casa Grande Chihuahua,Hotel Casa Grande Chihuahua, Av. Tecnológico # 4702 Colonia Las Granjas C.P. 31160,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
HOTEL_CONTINENTAL,Hotel Continental,Hotel Continental S.A. de C.V.,"Av Lerdo # 112, Monumento, C.P. 32000",Juarez,Chihuahua,operacioneslalo@gmail.com y hotel_continental1@hotmail.com,656 615 0084,JUAREZ,
Hotel_Fiesta_Inn,Hotel Fiesta Inn,Controladora Hotelera POH S.A. de C.V.,Av. De la Juventud #3501 esq. con Av. Politecnico nacional Fracc. Puerta de Hierro,Chihuahua,Chihuahua,mantofichp@posadas.com,9824336857,CHIHUAHUA,Sergio del Carmen Muñoz
HOTE_HAMPTON,Hotel Hampton,DEUTSHE BANK MEXICO S.A.,PERIFERICO DE LA JUVENTUD 6100 FRAC. LAS HACIENDAS,CHIHUAHUA,CHIHUAHUA,david.torres@hotelesprisma.com,6144883656,CHIHUAHUA,David Torres
HAMPTON,Hotel Hampton Inn,"DEUTSCHE BANK MEXICO, S.A. INST BANCA MULTIPLE DIV FID F1616","Perif. de la Juventud 6100, Campesina Nueva, 31236",CHIHUAHUA,CHIHUAHUA,david.torres@hotelesprisma.com,6144883656,CHIHUAHUA,David Torres
HAMPTON_BASU,Hotel Hampton Inn (Basura),"DEUTSCHE BANK MEXICO, S.A. INST BANCA MULTIPLE DIV FID F1616","Perif. de la Juventud 6100, Campesina Nueva, 31236",CHIHUAHUA,CHIHUAHUA,david.torres@hotelesprisma.com,6144883656,CHIHUAHUA,David Torres
HOTEL_HILTON,Hotel Hilton,OPERADORA DE HOTELES ITV SA DE CV,"Av. Perifèrico de la Juventud No 5915, Chihuhahua, Chih C.P 31216",CHIHUAHUA,CHIHUAHUA,christopher.meneses@hilton.com y nestor.rodriguez@hilton.com,6143112530,CHIHUAHUA,Nestor Rodriguez
HOLI_INN,Hotel Holiday Inn Escudero,"TINGA, S.A. DE C.V","Calle Escudero 702, San Felipe I Etapa, 31203",CHIHUAHUA,CHIHUAHUA,casaclub@holidaychih.net,,CHIHUAHUA,
HOLI_INN_ACEI,Hotel Holiday Inn Escudero (Aceite),"TINGA, S.A. DE C.V","Calle Escudero 702, San Felipe I Etapa, 31203",CHIHUAHUA,CHIHUAHUA,casaclub@holidaychih.net,,CHIHUAHUA,
HOTEL_HOLIDAY_INN_JUAREZ,Hotel Holiday Inn Express Juarez,Fideicomiso Irrevocable DB/1616,"Av. Paseo de la Victoria # 4202 Col, Partido Iglesias, C.P. 32528",Juarez,Chihuahua,,656 692 5100,JUAREZ,
HOTEL_HOLIDAY_INN_TECNO_JUAREZ,Hotel Holiday Inn Tecnologico Juarez,Fideicomiso Irrevocable DB/1616,"Av. Tecnológico # 3620 Col, Partido Iglesias, C.P. 32617",Juarez,Chihuahua,,656 629 4000,JUAREZ,
IBIS,Hotel Ibis,Promotora Plaza Demo S.A. de C.V.,Segunda N° 4 Col. Centro C.P. 31000,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
hotel_marriot_,Hotel Marriot,Fideicomiso Irrevocable DB/1616,"Via Lombardia, Citadela #5702-D1. Col. Saucito C.P. 31110",CHIHUAHUA,CHIHUAHUA,raul.mendoza@hotelesprisma.com, 614 311 0200,CHIHUAHUA,Raul Mendoza
HOTEL_REALINN_JUAREZ,Hotel Real Inn Juarez,Administradora de Hoteles GRT S.A. de C.V.,"Blvd. Teofilo Borunda #6941, Col. Partido Iglesias C.P. 32618",Juarez,Chihuahua,contraloria.cdj@hotelesrealinn.com y mantenimiento.cdj@hotelesrealinn.com,6562276300,JUAREZ,Elizabeth Ortiz
HOTEL_REAL_INN_TEOFILO,Hotel Real Inn Teofilo B,Administradora de Hoteles GRT  S.A. de C.V.,"Blvd. Teófilo Borunda # 6941, Acequias del Sur, C.P. 32617",Juarez,Chihuahua,administracion@cchotel.mx y proveedores@cchotel.mx,656 227 6300,JUAREZ,
SHERATON_ACEI,Hotel Sheraton (Aceite),Hoteles Real de Chihuahua S.A. de C.V.,"Calle Barranca del Cobre 3211, Fracc. Barrancas C.P. 31450",CHIHUAHUA,CHIHUAHUA,israel.martinez@sheratonchihuahuasoberano.com; salma.salais@sheratonchihuahuasoberano.com,,CHIHUAHUA,Genaro Nuñez Martinez
SHERATON_BA,Hotel Sheraton (Basura),Hoteles Real de Chihuahua S.A. de C.V.,"Calle Barranca del Cobre 3211, Fracc. Barrancas C.P. 31450",CHIHUAHUA,CHIHUAHUA,israel.martinez@sheratonchihuahuasoberano.com; salma.salais@sheratonchihuahuasoberano.com,,CHIHUAHUA,Genaro Nuñez Martinez
SHERATON,Hotel Sheraton (Grasa),Hoteles Real de Chihuahua S.A. de C.V.,"Calle Barranca del Cobre 3211, Fracc. Barrancas C.P. 31450",CHIHUAHUA,CHIHUAHUA,israel.martinez@sheratonchihuahuasoberano.com; salma.salais@sheratonchihuahuasoberano.com,,CHIHUAHUA,Genaro Nuñez Martinez
SNTENARIO,HOTEL SNTENARIO,Operadora XVIII de Diciembre S.A de C.V.,"Av. Homero 340, Revolución, 31135",CHIHUAHUA,CHIHUAHUA,reservaciones@hotelsntenario.com,6144810099,CHIHUAHUA,Eva Gardea
HOTEL_TRYP,HOTEL TRYP (ACEITE),GRUPO INMOBILIARIO HOTELERO ABC GALAXYZ,HACIENDA DE SAN BERNABE C.P 57130 ,NEZAHUALCOYOTL,CIUDAD DE MEXICO,compras@trypmexicowtc.com.mx,,CHIHUAHUA,
ICA_,ICA Constructora,ICA Constructora S.A. de C.V.,Carretera Panamericana km 18.5 Zona Federal,Juarez,Chihuahua,carlos.esponda@ica.mx,,JUAREZ,Carlos Esponda
ICA_CONSTRUCTORA,ICA Constructora,ICA Constructora S.A. de C.V.,Carretera Panamericana km 18.5 Zona Federal,Juarez,Chihuahua,alejandro.lopezm@ica.mx,662 345 29 31,JUAREZ,Alejandro Lopez
IGASAMEX_FLU_CORT,IGASAMEX,IGASAMEX SAN JOSE ITURBIDE S. DE R.L. DE C.V.,Bosques de Alisos No. 47 Modulo A2 51 Col. Bosques de las Lomas,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,proticon@barrenacion.com,,CHIHUAHUA,
IMAP_COLOR,IMAP,IMAPCOLOR S.A. de C.V.,"Luis G. Urbina #130, Complejo industrial Chihuahua C.P. 31136",Chihuahua,Chihuahua,seguridadambiental@imapcolor.com,6143883600 ext 104,CHIHUAHUA,Ana Ortega
INGRATA,Ingrata,Jose Humberto Ramirez Espinoza,"Av. Valle del Sol #1950, Loc. 12, 13 y 14, Fracc. Cantera",Juarez,Chihuahua,,656 233 06 89,JUAREZ,Victor Muñoz Rodriguez
INNOVAK,Innovak Global (Agua Residual),"Productos Químicos de Chihuahua, S.A. de C.V.","Blvd. Vicente Lombardo Toledano 6615, Concordia, 31375 ",CHIHUAHUA,CHIHUAHUA,jbeara@gcc.com; jbeara@icloud.com,,CHIHUAHUA,
INTERCERAMIC_5,INTERCERAMIC Planta 5,OPERACION Y MANUFACTURA INTERCERAMIC SA DE CV,"AV CARLOS PACHECO 7200, Madera 65 C.P. 31060",CHIHUAHUA,CHIHUAHUA,dansanchez@interceramic.com,,CHIHUAHUA,
INTERCERAMIC_8_9,INTERCERAMIC Planta 8 y 9,OPERACION Y MANUFACTURA INTERCERAMIC SA DE CV,Ave. Alejandro Dumas y espuelas del ferrocarril S/N C.P. 31136,CHIHUAHUA,CHIHUAHUA,dansanchez@interceramic.com,,CHIHUAHUA,
IT_STAFF_BASU,IT Staff (Basura),"Information Technology Staff, S. de R.L. de C.V.","Calle Mercurio 3701-A, Col. Nombre de Dios",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
JUMEX_SEPT,JUMEX,Jugomex S.A de C.V.,"Carretera CHIHUAHUA - HERMOSILLO kilómetro 145, #0, Int. 0, Pueblo El Rosario",GUERRERO,CHIHUAHUA,hpalmap@jumex.com.mx; ypminerot@jumex.com.mx; maposadam@jumex.com.mx; icorral@jumex.com.mx,,CHIHUAHUA,
KABUKI_,Kabuki,Aidaly Caballero Perez,C. Paseos Vistas del Sol #6801 Local 1 Col. Vistas del Sol C.P. 31206,Chihuahua,Chihuahua,aidalyy@hotmail.com,6145669370,CHIHUAHUA,Aidaly Caballero
KALISH_AERO,Kalish Chatarra Aeropuerto,Kalischatarra S. de R. L. de C. V.,"Juan Pablo II No. 17101, Col. Tabalaopa, C.P. 31384",CHIHUAHUA,CHIHUAHUA,hector.pizarro@kchatarra.com,,CHIHUAHUA,
KENWORTH_SUR,Kenworth Sur,Tractocamiones Kenworth de Chihuahua S.A. de C.V.,Blvd. Jose Fuentes Mares 2 km SN Division del Norte C.P. 31064,Chihuahua,Chihuahua,brenda.ochoa@kenworthchihuahua.com.mx y sonia.carrillo@kenworthchihuahua.com.mx,614 429 61 30,CHIHUAHUA,Brenda Ochoa
KFC_CUAU,KFC CUAUHTEMOC,ADMINISTRADORA AHMAN SA. DE CV. ,GUERRERO NO. 100 COLONIA CENTRO C.P. 31500,CUAUHTÉMOC,CHIHUAHUA,,,CHIHUAHUA,
KFC_DOSTO,KFC Dostoyevski,Premium Restaurant Brands S. de R.L. de C.V.,"Av. Fedor Dostoyevsky 2100, Alamedas IV Etapa, 31136",CHIHUAHUA,CHIHUAHUA,mx0691r@prb.com.mx,,CHIHUAHUA,
KFC_EJERCITO,KFC Ejercito,Premium Restaurant Brands S. de R.L. de C.V.,"Av. Ejército Nacional # 6730, Col. Del Márquez, C.P. 32607",Juarez,Chihuahua,elena.flores@prb.com.mx y johansebastian.peinado@prb.com.mx,55 1515 4747,JUAREZ,Elena Flores
KFC_FM,KFC Fuentes Mares,Premium Restaurant Brands S. de R.L. de C.V.,"Blvd. J. Fuentes Mares 8424, Mármol Viejo, 31063",CHIHUAHUA,CHIHUAHUA,mx0687r@prb.com.mx,,CHIHUAHUA,
KFC_HOLLY,KFC Hollywood,Premium Restaurant Brands S. de R.L. de C.V.,"Plaza Hollywood, Av. Hacienda del Valle 7106, Haciendas del Valle Etapa III, 31217",CHIHUAHUA,CHIHUAHUA,mx0657r@prb.com.mx,,CHIHUAHUA,
KFC_SIERRA,KFC La Sierra,Premium Restaurant Brands S. de R.L. de C.V.,"Plaza La Sierra, Silvestre Terrazas s/n, Ramón Reyes, 31414",CHIHUAHUA,CHIHUAHUA,mx0655r@prb.com.mx,,CHIHUAHUA,
KFC_TORRES_SENDERO,KFC Las Torres Sendero,Premium Restaurant Brands S. de R.L. de C.V.,"Avenida Las Torres #2111 Local E Col, Lote Bravo, 32575",Juarez,Chihuahua,elena.flores@prb.com.mx johansebastian.peinado@prb.com.mx,55 1515 4747,JUAREZ,Elena Flores
KFC_LIB,KFC Libertad,Premium Restaurant Brands S. de R.L. de C.V.,"Calle Libertad 107, Zona Centro, 31000",CHIHUAHUA,CHIHUAHUA,mx0656r@prb.com.mx,,CHIHUAHUA,
KFC_LOMAS,KFC Lomas,Premium Restaurant Brands S. de R.L. de C.V.,"Blvrd Zaragoza # 6235, Colinas de Juárez Fraccionamiento, C.P. 32680",Juarez,Chihuahua,elena.flores@prb.com.mx johansebastian.peinado@prb.com.mx,656 515 4747,JUAREZ,Elena Flores
KFC_LOPEZ_MATEOS,KFC Lopez Mateos,Premium Restaurant Brands S. de R.L. de C.V.,"Centro Comercial Lopez Mateos, Reforma, C.P. 32600",Juarez,Chihuahua,elena.flores@prb.com.mx johansebastian.peinado@prb.com.mx,656 792 7182,JUAREZ,Elena Flores
KFC_MISIONES,KFC Misiones,Premium Restaurant Brands S. de R.L. de C.V.,"Blvd. Teófilo Borunda # 8670, 91,  C.P. 03100 ",Juarez,Chihuahua,elena.flores@prb.com.mx johansebastian.peinado@prb.com.mx,,JUAREZ,Elena Flores
KFC_PASEO_TRIUNFO,KFC Paseo Triunfo,Premium Restaurant Brands S. de R.L. de C.V.,"Av. Paseo Triunfo de la República 5035, Monumental, 32310",Juarez,Chihuahua,elena.flores@prb.com.mx johansebastian.peinado@prb.com.mx,55 1515 4747,JUAREZ,Elena Flores
KFC_PUERTO_DE_PALOS,KFC Puerto de Palos,Premium Restaurant Brands S. de R.L. de C.V.,"Colonia Valles de America, C. Puerto Palma #1703, C.P. 32599",Juarez,Chihuahua,elena.flores@prb.com.mx johansebastian.peinado@prb.com.mx,55 1515 4747,JUAREZ,Elena Flores
KFC_SAN_PEDRO,KFC San Pedro,Premium Restaurant Brands S. de R.L. de C.V.,"Valle de San Pedro, 31125 ",Chihuahua,Chihuahua,mx0699r@prb.com.mx,6141919362,CHIHUAHUA,Liliana Ramirez
KFC_SENDERO,KFC Sendero,Premium Restaurant Brands S. de R.L. de C.V.,"Av. Fedor Dostoievsky #2100, Col. Alamedas C.P. 31136",Chihuahua,Chihuahua,febronio.velazquez@prb.com.mx y oscar.sigala@prb.com.mx,6141638105,CHIHUAHUA,Febronio Velazquez
KFC_UNI,KFC Universidad,Premium Restaurant Brands S. de R.L. de C.V.,"Av. Universidad s/n, Centro",CHIHUAHUA,CHIHUAHUA,mx0643r@prb.com.mx,,CHIHUAHUA,
KFC_VALL,KFC Vallarta,Premium Restaurant Brands S. de R.L. de C.V.,"Avenida Instituto Tecnológico 5717, Colonia Granjas, Las Granjas, 31100",CHIHUAHUA,CHIHUAHUA,mx0658r@prb.com.mx,,CHIHUAHUA,123
KOLHOUSE_,Kolhouse,Distribuidora 30 de Junio S.A. de C.V.,"C. Catedral de guadalajara #8307, Col. Cantera del Pedregal, C.P. 31216",Chihuahua,Chihuahua,facturakolhaus@gmail.com y persianas.distribuidora@gmail.com,614 109 28 31,CHIHUAHUA,Minerva
LA_BIKINA,La Bikina,Cerveceris 21 S.A. de C.V.,"Paseos Vistas del Sol #3709 Loc 2, Col. Vistas del Sol",Chihuahua,Chihuahua,duartechili@hotmail.com,6141172037,CHIHUAHUA,Sergio Duarte
CASONA,La Casona,Operadora Restaurantera de Chihuahua S. de R.L. de C.V.,"Av. Melchor Ocampo 430, Zona Centro, 31000",CHIHUAHUA,CHIHUAHUA,edgarramos@casona.com.mx,6144100063,CHIHUAHUA,Edgar Ramos
CENTRAL,La Central,Alimentos Hechos con Amor S.A. de C.V.,"Calle Independencia 408, Zona Centro, 03100",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
La_Jaiba_Feliz,La Jaiba Centro,Cristina Salas Molina RFC SAMC8306125Q5,C. Aldama #117 Col. Centro,Chihuahua,Chihuahua,mariscoslajaibafeliz@gmail.com,6144907218,CHIHUAHUA,Oscar A. Salas Molina
La_Jaiba_Juventud,La Jaiba Juventud,Julieta Molina Saenz RFC MOSJ6007302P1,Blv. de la Juventud #401 Local #17 Col. Paseos de chihuahua,Chihuahua,Chihuahua,mariscoslajaibafeliz@gmail.com,6141795854,CHIHUAHUA,Oscar A. Salas Molina
La_Jaiba_Portales,La Jaiba Portales,Daniela Salas Molina RFC SAMD950419A55,C. Arcos de las estrellas #17101 Local #12 Col. Portales,Chihuahua,Chihuahua,mariscoslajaibafeliz@gmail.com,6144937113,CHIHUAHUA,Oscar A. Salas Molina
MANSION,La Mansion,Grupo Restaurantero del Centro SA de CV,"Local 16 Plaza Las Palmas -Periférico de la Juventud 5905, Plaza del Sol, 31217",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
LALA,LALA,Comercializadora de Lacteos y Derivados S.A. DE C.V.,Ave. Miguel Barragan y Juan Ruiz de Alarcon,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
LAS_ALITAS_PALMAS,Las Alitas Las Palmas,Grupo Rusander S.A. de C.V.,Periferico de la Juventud #5905 Local 6 Las Haciendas C.P. 31215,Chihuahua,Chihuahua,lrosales@grupofercamx.com,6145415140,CHIHUAHUA,6145415140
LAS_ALITAS_MIRADOR,Las Alitas Mirador,Grupo Rusander S.A. de C.V.,Blvd. Ortiz Mena #1821 Mirador Virreyes C.P. 31214,Chihuahua,Chihuahua,lrosales@grupofercamx.com,6145415140,CHIHUAHUA,Lic. Laura Rosales
LAZ_CARD,LAZARO CARDENAS,BUENAVENTURA AUTOPARTES SA DE CV,CONTINUACION CALLE EMILIANO VAZQUEZ No 101 COL. BARRANCO BLANCO,ROSALES,CHIHUAHUA,,,CHIHUAHUA,
LEAR_AM,LEAR AMERICAS, LEAR ELECTRICAL SYSTEMS DE MEXICO S DE RL DE CV,PROLONG. AV. AMERICAS CALLE CIRCUITO ELECTRONICA #5 PARQUE IND. LAS AMERICAS,CHIHUAHUA,CHIHUAHUA,mgarcia04@lear.com y JReyPortillo@lear.com,,CHIHUAHUA,
Lear_Meoqui,Lear Meoqui,Lear Mexican Trim Operations S. de R.L. de C.V.  (Planta Meoqui),Calle J.C. Viramontes #100 C.P. 33130 entre calle bugambilias y juarez en municipio de Pedro Meoqui,Chihuahua,Chihuahua,mguerrero@heritage-interactive.com,,CHIHUAHUA,Victor Ornelas
LEAR_ZAR,LEAR NOVA, LEAR ELECTRICAL SYSTEMS DE MEXICO S DE RL DE CV,IGNACIO ZARAGOZA #1700,CHIHUAHUA,CHIHUAHUA,fortega@lear.com,,CHIHUAHUA,
Lear_Nova_P2,LEAR NOVA P2,Lear Electrical Systems de Mexico S de R.L. de C.V.,C. Ignacio Zaragoza #1700 C.P. 31160,Chihuahua,Chihuahua,fortega@lear.com,,CHIHUAHUA,
ARBOL,Los Arbolitos de Cajeme, OPERADORA DE ALIMENTOS DOS AGUAS SA DE CV,PERIFERICO DE LA JUVENTUD No. 6900 Int. No. LOCAL 1 TERCER NIVEL,CHIHUAHUA,CHIHUAHUA,losarbolitos.cuu@hotmail.com,6143888280,CHIHUAHUA,Esteban Salazar Gajon
ARBOL_ACEI,Los Arbolitos de Cajeme (Aceite), OPERADORA DE ALIMENTOS DOS AGUAS SA DE CV,PERIFERICO DE LA JUVENTUD No. 6900 Int. No. LOCAL 1 TERCER NIVEL,CHIHUAHUA,CHIHUAHUA,losarbolitos.cuu@hotmail.com,6143888280,CHIHUAHUA,Esteban Salazar Gajon
LUIS JAVIER CARRASCO CARRASCO,LUIS JAVIER CARRASCO CARRASCO,LUIS JAVIER CARRASCO CARRASCO,VICENTE GUERRERO 913-A COLONIA CENTRO C.P. 33700,CAMARGO,CHIHUAHUA,BUFFALOWINGSCOMPANY6@GMAIL.COM,,CHIHUAHUA,
LUPERCA_,Luperca,Edgar De Leon Vargas,"Av. Antonio J Bermudez #8770 Loc. 10, Parque Industrial Antonio J Bermudez",Juarez,Chihuahua,lupercarestaurante@gmail.com,656 176 65 00,JUAREZ,
LUTRON,LUTRON,LUTRON CNC S DE RL DE CV  Edificio 1,"Avendia rudyard kipling 11530, Complejo Industrial Chihuahua, 31109",CHIHUAHUA,CHIHUAHUA,"ptalavera@lutron.com, aarcarlos@lutron.com y amcazares@lutron.com",,CHIHUAHUA,
Lutron_P2,LUTRON PLANTA 2,Lutron CNC S de R.L. de C.V.  Edificio 2,Av. Rudyard Kipling #11530 Complejo Industrial Chihuahua  C.P. 31109,Chihuahua,Chihuahua,ptalavera@lutron.com,,CHIHUAHUA,
MANDARIN_CHINA,Mandarín China,Mandarin China,Av. Ortíz Mena y antoni de Montes No. 401 Local 12 Plaza Galerias Col. Presidentes,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
MANDA_CHIN_EXTER,Mandarin China (Externa),Mandarin China,Av. Ortíz Mena y antoni de Montes No. 401 Local 12 Plaza Galerias Col. Presidentes,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
MANDA_CHIN_INTER,Mandarin China (Interna),Mandarin China,Av. Ortíz Mena y antoni de Montes No. 401 Local 12 Plaza Galerias Col. Presidentes,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
MANESA_P1,Manesa Planta 1,Manufacturas Estampadas S.A. de C.V.,"C. Juan Ruiz de Alarcon #305, Complejo Industrial Chihuahua, C.P. 31136",Chihuahua,Chihuahua,,614 104 80 40,CHIHUAHUA,Pamela Garcia
MANESA_P2,Manesa Planta 2,Manufacturas Estampadas S.A. de C.V.,"C. Rudyard Kipling # 11504, Complejo Industrial Chihuahua, C.P. 31136",Chihuahua,Chihuahua,,614 104 80 40,CHIHUAHUA,Pamela Garcia
MANESA_P3,Manesa Planta 3,Manufacturas Estampadas S.A. de C.V.,"C. Oscar Wilde # 11398, Complejo Industrial Chihuahua, C.P. 31136",Chihuahua,Chihuahua,,614 104 80 40,CHIHUAHUA,Pamela Garcia
JAIBA_ARC_ACEI,Mariscos La Jaiba Feliz Arcos (Aceite),Daniela Salas Molina,"Calle Portal de Ébano 17101, Los Arcos, 31137",CHIHUAHUA,CHIHUAHUA,mariscoslajaibafeliz@gmail.com,,CHIHUAHUA,
JAIBA_JUV_ACEI,Mariscos La Jaiba Feliz Juventud (Aceite),Mariscos La Jaiba Feliz,"Plaza Juventud, Av. Homero s/n, Paseos de Chihuahua, 31125 ",CHIHUAHUA,CHIHUAHUA,mariscoslajaibafeliz@gmail.com,,CHIHUAHUA,
JAIBA_TEC_ACEI,Mariscos La Jaiba Feliz Tecnológico (Aceite),Oscar Armando Salas Molina,"Plaza San Francisco, Av. Tecnologico 5708, Parral, 31030",CHIHUAHUA,CHIHUAHUA,mariscoslajaibafeliz@gmail.com,,CHIHUAHUA,
MCARTH_SATEL_ACEI,McCarthys Cd. Satelite (Aceite),Chianti Cafe SA de CV,"Manuel Izaguirre #8 (339,54 km) 531000 Ciudad Satélite, Mexico",NAUCALPAN,ESTADO DE MÉXICO,,,CHIHUAHUA,
MCARTH_SATEL,McCarthys Cd. Satelite (Grasa),Chianti Cafe SA de CV,"Manuel Izaguirre #8 (339,54 km) 531000 Ciudad Satélite, Mexico",NAUCALPAN,ESTADO DE MÉXICO,,,CHIHUAHUA,
MCARTH_ECAT_ACEI,McCarthys Ecatepec (Aceite),Free and Green SA de CV,Plaza Paseo Ventura) Av. Insurgentes #20 esquina paseo de las Américas. Fraccionamiento Las Américas. ,ECATEPEC,ESTADO DE MÉXICO,,,CHIHUAHUA,
MCARTH_ECAT,McCarthys Ecatepec (Grasa),Free and Green SA de CV,Plaza Paseo Ventura) Av. Insurgentes #20 esquina paseo de las Américas. Fraccionamiento Las Américas. ,ECATEPEC,ESTADO DE MÉXICO,,,CHIHUAHUA,
MCARTH_METE_ACEI,McCarthys Metepec  (Aceite),Free and Green SA de CV,"Av. Benito Juárez #907 entre Estefanías y Leona Vicario, colonia la purisima Metepec, Estado de México",METEPEC,ESTADO DE MÉXICO,,,CHIHUAHUA,
MCARTH_METE,McCarthys Metepec  (Grasa),Free and Green SA de CV,"Av. Benito Juárez #907 entre Estefanías y Leona Vicario, colonia la purisima Metepec, Estado de México",METEPEC,ESTADO DE MÉXICO,,,CHIHUAHUA,
MCARTH_NAPO_ACEI,McCarthys Napoles (CDMX) (Aceite),Free and Green SA de CV,Av. Insurgentes sur # 573 Col. Napoles CDMX,CIUDAD DE MÉXICO D.F.,DELEGACIÓN BENITO JUÁREZ,,,CHIHUAHUA,
MCARTH_NAPO,McCarthys Napoles (CDMX) (Grasa),Free and Green SA de CV,Av. Insurgentes sur # 573 Col. Napoles CDMX,CIUDAD DE MÉXICO D.F.,DELEGACIÓN BENITO JUÁREZ,,,CHIHUAHUA,
